player,team,position,id,avg_type,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec,rec_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,fg_0019,fg_0019_sd,fg_2029,fg_2029_sd,fg_3039,fg_3039_sd,fg_4049,fg_4049_sd,fg_50,fg_50_sd,xp,xp_sd,dst_int,dst_int_sd,dst_sacks,dst_sacks_sd,dst_safety,dst_safety_sd,dst_td,dst_td_sd,dst_blk,dst_blk_sd,idp_solo,idp_solo_sd,idp_sack,idp_sack_sd,idp_int,idp_int_sd,idp_pd,idp_pd_sd,idp_td,idp_td_sd,draft_year,birthdate,injury_status,injury_details,season_year,week
Brock Purdy,SF,QB,15698,weighted,267.923330179754,16.3249843094901,1.57979186376537,0.359288806881711,0.82674550614948,0.1417895428977,17.3888213497319,3.63440665135149,0.15341059602649,0.077198810941604,0.196144749290445,0.0031718027283716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1999-12-27,,,2024,17
Joe Burrow,CIN,QB,14777,weighted,277.052688426364,11.1677188365631,2.15189214758751,0.168193421336492,0.828599810785241,0.141997368459682,11.6972406181015,1.87488311346792,0.0967218543046358,0.0498573242500011,0.284578997161779,0.0126872109134865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,1996-12-10,,,2024,17
Geno Smith,SEA,QB,11150,weighted,262.691601229896,19.0011265939597,1.23406338694418,0.201231683661291,0.890075685903501,0.103135458228372,13.5562078208767,1.53932776790063,0.0788599810785241,0.064219116554437,0.107663197729423,0.0528764371631556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,1990-10-10,,,2024,17
Aaron Rodgers,NYJ,QB,7836,weighted,240.117555187638,25.6747413872949,1.41282403027436,0.335300190969093,0.675482497634815,0.258896667555573,6.90732103437402,1.54514194502801,0.02,0.0330243578842613,0.184578997161779,0.0126872109134865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,1983-12-02,,,2024,17
Tua Tagovailoa,MIA,QB,14778,weighted,251.183221381268,18.7258786730491,1.70801797540208,0.287879907111391,0.802138126773889,0.167572649016799,5.14963024282561,1.25618199485044,0.016953642384106,0.0280406657339854,0.188434247871334,0.0095154081851148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,1998-03-02,Q,Hip,2024,17
Sam Darnold,MIN,QB,13592,weighted,258.469432355724,20.6383301508973,1.81927625354778,0.178224185985374,0.713481551561022,0.384896452124932,13.1424637338379,1.80561474526076,0.0786944181646169,0.0682302644609685,0.230700094607379,0.0163878889498098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,1997-06-05,,,2024,17
C.J. Stroud,HOU,QB,16150,weighted,250.631138442132,12.3709379556491,1.17143330179754,0.147220850092357,0.59945600756859,0.335992594123915,14.989192683696,2.58381070816196,0.0787606433301798,0.0649661687175521,0.192289498580889,0.0063436054567432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0,2001-10-03,,,2024,17
Baker Mayfield,TB,QB,13590,weighted,254.604212393567,13.5432076446914,1.93114474929044,0.209302861448248,0.916636707663198,0.0709715217681923,14.9482150741091,3.26228481818762,0.0890397350993378,0.0426570618803647,0.2,3.04418730237608e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,1995-04-14,,,2024,17
Josh Allen,BUF,QB,13589,weighted,247.332985651214,12.0295984183503,1.83194891201514,0.163190949613028,0.436026490066225,0.360554322313478,37.7796909492274,5.24954698611128,0.759266792809839,0.168771180506523,0.207663197729423,0.0528764371631556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,1996-05-21,,,2024,17
Jared Goff,DET,QB,12611,weighted,246.098415326395,16.4327081068098,1.82939924314097,0.192970419175167,0.764976348155156,0.190613659037905,5.0852578051088,1.55895956590152,0.0432923368022706,0.0483632181626227,0.142265846736045,0.0198299813431567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,1994-10-14,,,2024,17
